sutta_uid,name,text
sht38,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht39,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht40,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht41,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht42,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht43,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht44,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht45,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht46,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht47,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht48,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht49,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht50,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht51,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht52,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht53,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht54,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht55,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht56,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht57,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht58,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht59,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht60,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht61,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht62,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht63,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht64,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht65,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht66,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht67,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht68,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht69,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht70,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht71,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht72,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht73,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht74,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht75,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht76,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht77,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht78,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht79,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht80,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht81,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht82,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht83,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
sht84,SHT,"SHT, Sanskrithandschriften aus den Turfanfunden. 1965 (vol i) ed. W. Clawiter, L. Holzmann, E. Waldschmidt; 1968 (vol ii) ed. idem; 1971 (vol iii) ed. idem; 1980 (vol iv) ed. L. Sander, E. Waldschmidt; 1985 (vol v) ed. idem; 1989 (vol vi) ed. H. Bechert, K. Wille; 1995 (vol vii) ed. idem; 2000 (vol viii) ed. idem; 2004 (vol ix) ed. idem; 2008 (vol x) ed. K. Wille. Wiesbaden/Stuttgart: Franz Steiner."
pf10,Bollee 2002,"BOLLÉE, Willem 2002. The Story of Paesi. Wiesbaden: Harrassowitz."
gf10,Allon 2001,"ALLON, Mark 2001. Three Gāndhārī Ekottarikāgama-Type Sūtras: British Library Kharoṣṭhī Fragments 12 and 14. Seattle: University of Washington Press."
gf20,Allon and Salomon 2000,"ALLON, Mark & SALOMON, Richard 2000. Kharoṣṭhī Fragments of a Gāndhārī Version of the Mahāparinirvāṇasūtra. In BRAARVIG, Jens (ed). Buddhist Manuscripts vol. I ( = Manuscripts in the Schøyen Collection 1), Oslo: Hermes Publishing, 242-284."
kf10,Maggi 1995,"MAGGI, Mauro 1995. The Khotanese Karmavibhaṅga ( = Serie Orientale Roma, LXXIV). Roma: Istituto Italiano per il Medio ed Estremo Oriente."
uf10,Shogaito 1998,"SHŌGAITO, Masahiro 1998. Three Fragments of Uighur Āgama. In LAUT and ÖLMEZ (eds.), Bahşi Ögdisi, Festschrift für Klaus Röhrborn, Freiburg/Istanbul, 363-378."
uf20,Tekin 1980,"TEKIN, Şinasi 1980. Maitrisimit nom bitig. Die Uigurische Übersetzung eines Werkes der Buddhistischen Vaibhāṣika Schule. Berlin: Akademie Verlag."
tib10,Devacandra 1996,DEVACANDRA 1996. Gaṅ po la sogs pa’i rtogs pa brjod pa brgya pa. Xining.
tib20,Devacandra 1996,DEVACANDRA 1996. Gaṅ po la sogs pa’i rtogs pa brjod pa brgya pa. Xining.
tib30,Eimer 1983,"EIMER, Helmut 1983. Rab tu \'byuṅ ba\'i gźi. Die Tibetische Übersetzung des Pravrajyāvastu im Vinaya der Mūlasarvāstivādins. Wiesbaden: Harrasowitz. Vol. 2."
tib40,Levi 1932,"LÉVI, Sylvain 1932. Mahākarmavibhaṅga (La Grande Classification des Actes) et Karmavibhaṅgopadeśa (Discussion sur le Mahā Karmavibhaṅga), Textes sanscrits rapportés du Népal, édités et traduits avec les textes parallèles en Sanscrit, en Pali, en Tibétain, en Chinois et en Koutchéen. Paris: Librairie Ernest Leroux."
tib50,Schmidt 1843,"SCHMIDT, I. J. 1843. Der Weise und der Thor, aus dem Tibetischen übersetzt und mit dem Originaltexte herausgegeben. St. Petersburg: Kaiserliche Akademie der Wissenschaften."
tib60,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
tib70,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
tib75,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
tib78,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
tib80,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
tib90,Skilling 1994,"SKILLING, Peter 1994. Mahāsūtras: Great Discourses of the Buddha, Volume I: Texts. Oxford: Pali Text Society."
